"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"3200";"Wareneingang";"12.01.2026";"";"XA4RTICJMYMVOXNP5ZZXY4TMXB, eBay, G17-2272270184365901353, VRQXKXCV6LJS7DB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"106,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4TBTP9MMT7LJKEQWBEWYYRXB, eBay, G22-2959496474864864511, BJ982PQFWPJFK269 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"107,69";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4UUKVCKSMNZANZ6LMJXNLRXB, eBay, G15-363023651107390182, SVWCPL49RVBM9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"156,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4XJMG1XF0ORZ0TPYXNQVNPXB, Vinted, pay6zwpcfibwq7i7ew67jp7qyb3xa SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"149,40";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4XKDZATLWNMRZMOTGDAIJUXB, eBay, G11-3709119099892485550, STQF8P7NMRBP7DB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"147,69";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4YPVN7AYZF5Q9XIDAF9A4AXB, Vinted, payaisgjuibloryrljb2w5cbwxwtu SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"64,34";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA50QLYB3L0JYO8ZJYDTILWJXB, eBay, G00-5335735026889934424, KBLB7R2NDZML9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"106,09";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA51SKVL8QIHG7OMOJ3OTNSBXB, Vinted, payyvftdaqb7mryjm7ozx2iqcaz6m SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA53O0ETLWB5Q4CNZDSRXAFRXB, eBay, G13-1548073468219246141, XX4PK9FTCF6Q7DB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"136,39";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA567YQJ3QQNZUNKU6M9I8CCXB, eBay, G19-3102287650617247273, KN92VTGVCF6Q7DB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"141,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5A0UM5ZZDX8RAUTITCJSNXXB, eBay, G04-7981633412238298203, M5WR3QT6W5N34769 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"49,99";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5BJPUVXK7JBQ91QC07S0UEXB, Vinted, payruunelyb6xzi3camewtcsnl3r4 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"105,39";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5BPX6XDBLVELRDGLKBTLFOXB, eBay, G02-3957809609323987933, D73HBDFSQ72HR269 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"81,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5BYNB5RFZIQGRAFNH6YHJNXB, eBay, G22-2843790522486047551, H5ZQVSJD8H6537B9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"156,69";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5CZKH81QBCMCRTQBH7FYXFXB, eBay, G13-7612614419345002168, SH7D7J56W5N34769 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"127,69";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5D6FUXFZQRPJH4ZWDMFBA6XB, eBay, G19-3408853640131202175, DVG6X8LBTRM24769 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"157,69";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5EOQ842NNFHP4JELQU4M34XB, eBay, G08-8941563626993173294, P5SSBRWLRJ4JKQ25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"125,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5FZCVWX5BVYOSDPIVTFPASXB, Vinted, payzskzsfyb5jryza7fxbo6fpr2q4 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"112,65";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5GHI3EWOWSJX7IL9CS62AMXB, eBay, G15-8743870798512475637, F4XJWN4Z3GZL9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"251,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5HR5RSWHYTTPYVHJAVT2WKXB, eBay, G02-3712614267991837688, S649WB8LF66M9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"225,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5KBYB0QMUVIIUW5W0K2VIVXB, Vinted, payfswlw3ibus4y3kn7adidypjrdq SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"147,39";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5NRHX5VRE8SQNA2NKGKYSHXB, eBay, G04-6247517710024789996, NKHVW5M36MMD2Z25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"115,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5PA6TXEDVFEG5FEBDOZOTRXB, Vinted, payx2s5uaibsysizfgp2jtuzhil6y SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"107,40";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5SFZQNRHIZ2PYDLVKIBGDOXB, eBay, G23-6764207032923671179, B4LDH7ZZ29HL9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"104,89";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5URV4FWISOZYZXBQ2QDYSUXB, Vinted, paykntchxib3arivpbj6kc3tzwasi SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"152,99";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA5XBMQAACVHNK8GQRMEPUQNXB, eBay, G01-6162859471263780781, F6NFQXGSFZRC2Z25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"175,90";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"xbox one x + controller SecureGo plus IBAN: DE13200411770657306700 BIC: COBADEHD077";"1201";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XYSV5G SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"1201";"112,69";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"GC92TP SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"1201";"156,13";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"ps4 slim + controller SecureGo plus IBAN: DE47362500001175287724 BIC: SPMHDE3EXXX";"1201";"90,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_37cdddf6-e075-4000-9e40-c58b149e8d8d_2_9";"1203";"147,69";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEV9YCFZ1XPA8KZ0YQJK8S6Y";"1203";"131,99";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"Ps5 Edge Controller";"1203";"123,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_f017ef24-a6eb-494b-be9a-74709672e9f9_2_15";"1203";"79,19";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_50856169-cf88-4a7b-b616-3c0705c3d03f_2_6";"1203";"82,69";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVC7SK5P1BAMZDMA6H1971K";"1203";"92,39";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_3295adaa-0509-453a-ac73-183631544c70_2_22";"1203";"56,69";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_ec403704-7bef-4bb5-b2a6-bdfe1295c812_2_4";"1203";"51,18";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_f03fc57c-1bee-4815-83f9-a018138b89aa_2_19";"1203";"130,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVEM62YT08YGBWD7XBPA4DB";"1203";"163,49";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVF10Y9F7W20HYR2JT3EM4T";"1203";"86,40";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_cdd839d4-fbc8-4da5-a22f-c6fabd7a5738_2_9";"1203";"95,99";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_2552c3ea-a87a-4d1e-a894-13fbac3e1037_2_8";"1203";"75,19";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_5b613a7f-9401-4e53-9e4d-44b91cd6a299_2_23";"1203";"46,19";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVHA0Q28HE7RHM5E62N350J";"1203";"113,50";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_771da8d4-f751-4b4a-9dd7-3b4b2ba96989_2_11";"1203";"104,19";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_78e3c443-e7b7-4349-ac71-11326cf45ebf_2_7";"1203";"85,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVM4EGQYD312SQTZVTA19CP";"1203";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_c172351f-0386-4269-81c6-a0843c5b52c9_2_9";"1203";"76,99";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVPN1GJHXXFFPBQG4J605K9";"1203";"111,50";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVPQPRG6TH8T7PWZ9AKCZR9";"1203";"92,39";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"panasonic lumix tz10";"1203";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"canon eos 1000d";"1203";"80,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"xbox one x + 2 controller";"1203";"130,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVQ4V29421B5N1JHCHJ04C1";"1203";"110,99";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVQ7XYKJHH37PADBV6JM6FE";"1203";"91,65";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"nikon d3100";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"nikon b500";"1203";"97,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_b1f79a71-3230-4b70-8884-9df9ad045cc5_2_6";"1203";"130,49";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"canon eos 500d + 2 objektive";"1203";"105,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"nikon d3500";"1203";"230,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"canon eos 1100d";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_10774ea7-2b21-43d6-b1e5-767aad37be01_2_16";"1203";"146,18";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVVBRE79XHZSKGEKYG1FN06";"1203";"84,74";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"panasonic lumix tz22";"1203";"85,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_b75c27fc-19d5-4fa1-8b05-7d367d3cee02_2_5";"1203";"44,49";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_0b76d8dd-0fe7-4adf-b542-dd86b6643e9e_2_23";"1203";"54,99";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVXGS1SZ926386EV4E2FWVD";"1203";"137,75";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVXNNKG72E8T9CYY96VWA89";"1203";"144,89";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"nikon d3100";"1203";"90,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVYC81ZHJX6VBVW4FGBC4M9";"1203";"63,74";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"2x sony dsc hx60 + dsc hx50";"1203";"527,00";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_f399c059-45e6-4834-9479-1d2553291611_2_13";"1203";"157,90";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEVZFH2EK10F9EZXNDEMSKM1";"1203";"107,39";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEW09V1544PKTPBXKA04E3TA";"1203";"91,05";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEW0MZGYFYSVWX0578Z0TQWR";"1203";"123,15";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_a069d5c8-de7a-4586-bd6c-f8891cb80dc0_2_12";"1203";"55,30";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEW2QFCYPX5XXJF1H9RD1BFY";"1203";"114,79";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEW3FKKVNDT097N9EMSKZ5Y8";"1203";"91,65";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"v2_d627ceb0-4299-4aeb-87eb-8a1fff1c896c_2_1";"1203";"128,19";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"payin_m_01KEW6KDSBVTZ3470494A0QQSQ";"1203";"107,40";"0,00";"0,00";""
"3200";"Wareneingang";"13.01.2026";"";"nikon b500";"1203";"107,00";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"AAV4BM SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"1201";"135,68";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"HQ43MQ SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"1201";"93,88";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_b2f03175-92f2-4454-80d0-4a432cc61468_2_22";"1203";"90,00";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_41400294-c880-4ede-8725-4788af8a7819_2_21";"1203";"101,18";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_5f5b8abd-2873-4866-a12a-7c87a3acc844_2_7";"1203";"157,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_75450f63-bf8b-46c8-ba6c-372232f03d1c_2_6";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEXYQ6TS9KB963G4Z1Z15GJ4";"1203";"131,98";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_98ec569d-c325-4436-8425-90af83e3e674_2_19";"1203";"71,19";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_85dc35d5-7bf9-4e1f-b179-5f2b102d442d_2_2";"1203";"111,19";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_328f1e02-3535-4c88-a4d2-0ddd23c276d3_2_1";"1203";"55,19";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_8a263a63-1b56-4dda-b9db-53c1c3d32131_2_19";"1203";"82,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_a418b952-10e6-475e-9984-16a93d9de047_2_17";"1203";"155,19";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEY14RHA89PP05F6RJSHTHYE";"1203";"89,55";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEY1EQZ3GDZKRYGA4Q8BNW9A";"1203";"135,54";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEY27PFY9DDCNV6ST3F0S3XP";"1203";"110,99";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEY2CDRHNW11EN5M5JENN8ZG";"1203";"126,39";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_d62960e1-2ca6-45ae-8496-cfe87d73851b_2_0";"1203";"45,00";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_ef571a39-8763-4d13-8f15-d74de5c7b822_2_13";"1203";"48,99";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_afd814bb-a68c-4cbb-b6ce-8792c302736c_2_16";"1203";"46,19";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_0862b7da-a55d-4c5f-aa92-80957ff80318_2_13";"1203";"106,99";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEY5Y49HK05F4D1HXZXZGCR6";"1203";"158,75";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_8579f7e2-d19d-4d68-9ead-2d1514ab0e75_2_2";"1203";"77,39";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_de8f9d3d-4c5e-4771-8745-99a88abb4c23_2_16";"1203";"167,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_31243223-86b1-4ff7-a4e3-82388a6f8ea8_2_20";"1203";"147,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_0fe70f99-4a7f-4ca9-97cb-b75cf81aac61_2_6";"1203";"104,39";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_6add7c74-6741-4e2f-856c-0a335321eb4c_2_0";"1203";"87,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"v2_e81cb1d1-a526-44f7-b00a-7618b9a55c24_2_3";"1203";"167,69";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEYJM7KEG71Q6ASBZ1EPJJ37";"1203";"108,74";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEYJZCK44VKMMVCZ8W1MPCNP";"1203";"53,24";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEYMM6EFPKFCSVP6CS7EC4V1";"1203";"116,75";"0,00";"0,00";""
"3200";"Wareneingang";"14.01.2026";"";"payin_m_01KEYPYDV94M1545PGBD6V54QK";"1203";"132,50";"0,00";"0,00";""
"3200";"Wareneingang";"15.01.2026";"";"v2_205916dd-7fe8-4fd6-a991-e4a9fac82998_2_13";"1203";"124,95";"0,00";"0,00";""
"3200";"Wareneingang";"15.01.2026";"";"3ht0YLvnd77N";"1203";"5,18";"0,00";"0,00";""
"3200";"Wareneingang";"17.01.2026";"";"v2_64616b05-7606-420b-b982-503076c1a93c_2_20";"1203";"116,49";"0,00";"0,00";""
"3200";"Wareneingang";"17.01.2026";"";"v2_ae1bd163-0e0a-457f-8ec0-16d1a001b2db_2_0";"1203";"21,70";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_18c32798-958b-46a4-be3a-86f775d284c4_2_21";"1203";"101,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF848CSAYSB3RYCY7KFZMJ02";"1203";"102,15";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF84EQTC5MKXDPBHCMJFKP6C";"1203";"105,39";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF859GDFHH71DEYY32ZT0PK8";"1203";"84,74";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_ae2658b6-4c51-4608-9f64-6ef6ebe6afde_2_10";"1203";"51,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_34870ebd-e91b-4560-8be4-ef85e09d7437_2_20";"1203";"34,18";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_a4925053-6bc7-47a1-bca5-65326b8a8fc6_2_23";"1203";"40,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_3ae8b482-777b-4802-9899-7465808ea488_2_23";"1203";"106,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_88fb4787-aa66-44c4-8524-1d8be854ace9_2_21";"1203";"141,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_72eb8d0d-f30a-4cdb-8fef-06d713ea0d16_2_20";"1203";"85,89";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF8AB6HWWAZJ8DACFEGK5VZE";"1203";"104,95";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_9303db28-2523-461c-9004-9e6808f728a5_2_22";"1203";"167,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_c1d86221-c875-4d22-b062-0d55411d4cbe_2_23";"1203";"157,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_e3603061-7dc1-4df3-a188-d414d8c554ec_2_19";"1203";"36,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF8XDEEMFZFT5M145T2GZJ19";"1203";"86,64";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF8XHGJ1XPYFX9Z17P8CD2P6";"1203";"132,89";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF8XTX31PTDJQ3C0JNPK6J1W";"1203";"112,89";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_287e45e1-9b65-455c-89bb-47415e1874cb_2_9";"1203";"46,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_15cdfc1b-f487-4580-82fd-7541a55554ad_2_14";"1203";"121,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_a9d7fb82-2993-49d2-abd4-6be22bc1558c_2_17";"1203";"64,90";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_34cc21bc-d26f-4f30-afb8-9a422cc8044a_2_6";"1203";"113,72";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"ps4 slim 1tb + 2 controller";"1203";"105,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"ps4 pro + 2 controller";"1203";"140,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"ps4 slim 1tb + controller";"1203";"90,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_a5b2bd20-62e9-42aa-8ffb-79aaa6e6f4e0_2_20";"1203";"151,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_04527d09-3dc1-4373-9c27-3de0f5214cd1_2_23";"1203";"137,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"ps4 + 2 controller & spiel";"1203";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"canon ixus 185";"1203";"130,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF93HAP9T526QSMSC8C9A905";"1203";"133,65";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF93Q4CKNT3TEAV6VB1CEWD7";"1203";"112,65";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_b91caf46-c9e1-4231-aa81-a54411981134_2_10";"1203";"94,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF94SG16ASVC1FE30SGAE3X0";"1203";"71,39";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_13cbe960-061b-4e73-9e26-878de62cf834_2_18";"1203";"59,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF950WJJKC16M0ZS9A90T7DQ";"1203";"92,39";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"payin_m_01KF963FZZGN3KC67WJWQYGFQK";"1203";"87,14";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_8dfc3d42-4b14-4f9a-a3c0-8d44bc000584_2_11";"1203";"112,00";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_96534151-d0ca-4d80-8f8e-970168128913_2_8";"1203";"136,19";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_2685135f-9b6f-46fd-963d-4635e1adb457_2_15";"1203";"147,69";"0,00";"0,00";""
"3200";"Wareneingang";"18.01.2026";"";"v2_d7ec4acb-f9f5-45ee-b70b-1ba163382e90_2_2";"1203";"101,19";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"2026-001 SecureGo plus IBAN: DE11500105175448980817 BIC: INGDDEFFXXX";"1201";"1.004,00";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"2026-002 SecureGo plus IBAN: DE11500105175448980817 BIC: INGDDEFFXXX";"1201";"117,00";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"XA3TFIHMBM3F3T1VQ5DUU5WEXB, Vinted, payugpyb2abvioideyntvkg32wq4y SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"XA3VIZVMYZEVDJDSMPM8MM9UXB, Vinted, pay2hketpibi2hidjbixy32dyzcbu SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"143,09";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"XA3XRQLN1GE99OX0CG3Y9M58XB, Vinted, paydbnedpybvmbynmtgqq4uzgzjl4 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"108,14";"0,00";"0,00";""
"3200";"Wareneingang";"19.01.2026";"";"XA3YAONLHADTWZREVSB1VDJYXB, Vinted, payyeagruqb747i7lax74uw56qzia SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"55,89";"0,00";"0,00";""
